CIK,Company Name,SIC,Industry,State Location,State Inc,Filling Date,URL
0000885639,KOHLS Corp ,5311,RETAIL,WI,WI,2021-03-18,https://www.sec.gov/Archives/edgar/data/885639/000156459021014145/kss-10k_20210130.htm
0000764622,PINNACLE WEST CAPITAL CORP ,4911,ELECTRIC SERVICES,AZ,AZ,2022-02-25,https://www.sec.gov/Archives/edgar/data/7286/000076462222000014/pnw-20211231.htm
0000764622,PINNACLE WEST CAPITAL CORP ,4911,ELECTRIC SERVICES,AZ,AZ,2021-02-24,https://www.sec.gov/Archives/edgar/data/7286/000076462221000013/pnw-20201231.htm
0001749723,New Fortress Energy Inc. ,4924,NATURAL GAS DISTRIBUTION,NY,DE,2022-03-01,https://www.sec.gov/Archives/edgar/data/1749723/000114036122007364/brhc10034476_10k.htm
0001749723,New Fortress Energy Inc. ,4924,NATURAL GAS DISTRIBUTION,NY,DE,2021-03-16,https://www.sec.gov/Archives/edgar/data/1749723/000114036121008724/brhc10021589_10k.htm
0001082554,UNITED THERAPEUTICS Corp ,2834,PHARMACEUTICAL PREPARATIONS,MD,DE,2022-02-24,https://www.sec.gov/Archives/edgar/data/1082554/000108255422000004/uthr-20211231.htm
0001082554,UNITED THERAPEUTICS Corp ,2834,PHARMACEUTICAL PREPARATIONS,MD,DE,2021-02-24,https://www.sec.gov/Archives/edgar/data/1082554/000108255421000008/uthr-20201231.htm
0000059527,LINCOLN ELECTRIC HOLDINGS INC ,3540,METALWORKING MACHINERY & EQUIPMENT,OH,OH,2022-02-18,https://www.sec.gov/Archives/edgar/data/59527/000005952722000006/leco-20211231x10k.htm
0000059527,LINCOLN ELECTRIC HOLDINGS INC ,3540,METALWORKING MACHINERY & EQUIPMENT,OH,OH,2021-02-19,https://www.sec.gov/Archives/edgar/data/59527/000005952721000008/leco-20201231x10k.htm
0001212545,WESTERN ALLIANCE BANCORPORATION ,6022,STATE COMMERCIAL BANKS,AZ,DE,2022-02-25,https://www.sec.gov/Archives/edgar/data/1212545/000121254522000090/wal-20211231.htm
0001212545,WESTERN ALLIANCE BANCORPORATION ,6022,STATE COMMERCIAL BANKS,AZ,DE,2021-02-25,https://www.sec.gov/Archives/edgar/data/1212545/000121254521000085/wal-20201231.htm
0001411579,"AMC ENTERTAINMENT HOLDINGS, INC. ",7830,SERVICES,KS,DE,2022-03-01,https://www.sec.gov/Archives/edgar/data/1411579/000155837022002577/amc-20211231x10k.htm
0001411579,"AMC ENTERTAINMENT HOLDINGS, INC. ",7830,SERVICES,KS,DE,2021-03-12,https://www.sec.gov/Archives/edgar/data/1411579/000141157921000006/amc-20201231x10k.htm
0001647088,WillScot Mobile Mini Holdings Corp. ,7350,SERVICES,AZ,DE,2022-02-25,https://www.sec.gov/Archives/edgar/data/1647088/000164708822000009/wsc-20211231.htm
0001647088,WillScot Mobile Mini Holdings Corp. ,7350,SERVICES,AZ,DE,2021-02-26,https://www.sec.gov/Archives/edgar/data/1647088/000164708821000015/wsc-20201231.htm
0001308547,"Dolby Laboratories, Inc. ",6794,PATENT OWNERS & LESSORS,CA,DE,2021-11-17,https://www.sec.gov/Archives/edgar/data/1308547/000162828021023630/dlb-20210924.htm
0001046311,CHOICE HOTELS INTERNATIONAL INC /DE ,7011,HOTELS & MOTELS,MD,DE,2022-02-24,https://www.sec.gov/Archives/edgar/data/1046311/000104631122000009/chh-20211231.htm
0001046311,CHOICE HOTELS INTERNATIONAL INC /DE ,7011,HOTELS & MOTELS,MD,DE,2021-02-26,https://www.sec.gov/Archives/edgar/data/1046311/000104631121000014/chh-20201231.htm
0001069202,LENNOX INTERNATIONAL INC ,3585,AIR COND & WARM AIR HEATING EQUIP & COMM & INDL REFRIG EQUIP,TX,DE,2022-02-15,https://www.sec.gov/Archives/edgar/data/1069202/000162828022002664/lii-20211231.htm
0001069202,LENNOX INTERNATIONAL INC ,3585,AIR COND & WARM AIR HEATING EQUIP & COMM & INDL REFRIG EQUIP,TX,DE,2021-02-16,https://www.sec.gov/Archives/edgar/data/1069202/000106920221000007/lii-20201231.htm
0000315852,RANGE RESOURCES CORP ,1311,CRUDE PETROLEUM & NATURAL GAS,TX,DE,2022-02-22,https://www.sec.gov/Archives/edgar/data/315852/000095017022001634/rrc-20211231.htm
0000315852,RANGE RESOURCES CORP ,1311,CRUDE PETROLEUM & NATURAL GAS,TX,DE,2021-02-23,https://www.sec.gov/Archives/edgar/data/315852/000156459021007606/rrc-10k_20201231.htm
0000350894,SEI INVESTMENTS CO ,6211,SECURITY BROKERS,PA,PA,2022-02-22,https://www.sec.gov/Archives/edgar/data/350894/000035089422000007/seic-20211231.htm
0000350894,SEI INVESTMENTS CO ,6211,SECURITY BROKERS,PA,PA,2021-02-22,https://www.sec.gov/Archives/edgar/data/350894/000035089421000010/seic-20201231.htm
0000070318,TENET HEALTHCARE CORP ,8062,SERVICES,TX,NV,2022-02-18,https://www.sec.gov/Archives/edgar/data/70318/000007031822000013/thc-20211231.htm
0000070318,TENET HEALTHCARE CORP ,8062,SERVICES,TX,NV,2021-02-19,https://www.sec.gov/Archives/edgar/data/70318/000007031821000008/thc-20201231.htm
0001274494,"FIRST SOLAR, INC. ",3674,SEMICONDUCTORS & RELATED DEVICES,AZ,DE,2022-03-01,https://www.sec.gov/Archives/edgar/data/1274494/000127449422000009/fslr-20211231.htm
0001274494,"FIRST SOLAR, INC. ",3674,SEMICONDUCTORS & RELATED DEVICES,AZ,DE,2021-02-26,https://www.sec.gov/Archives/edgar/data/1274494/000162828021003343/fslr-20201231.htm
0000020212,Churchill Downs Inc ,7948,SERVICES,KY,KY,2022-02-23,https://www.sec.gov/Archives/edgar/data/20212/000002021222000056/chdn-20211231.htm
0000020212,Churchill Downs Inc ,7948,SERVICES,KY,KY,2021-02-24,https://www.sec.gov/Archives/edgar/data/20212/000002021221000019/chdn-20201231.htm
0000866374,FLEX LTD. ,3672,PRINTED CIRCUIT BOARDS,U0,U0,2022-05-20,https://www.sec.gov/Archives/edgar/data/866374/000086637422000035/flex-20220331.htm
0000866374,FLEX LTD. ,3672,PRINTED CIRCUIT BOARDS,U0,U0,2021-05-19,https://www.sec.gov/Archives/edgar/data/866374/000086637421000030/flex-20210331.htm
0001538990,STORE CAPITAL Corp ,6798,REAL ESTATE INVESTMENT TRUSTS,AZ,MD,2022-02-25,https://www.sec.gov/Archives/edgar/data/1538990/000155837022002011/stor-20211231x10k.htm
0001538990,STORE CAPITAL Corp ,6798,REAL ESTATE INVESTMENT TRUSTS,AZ,MD,2021-02-26,https://www.sec.gov/Archives/edgar/data/1538990/000155837021002003/stor-20201231x10k.htm
0001021635,OGE ENERGY CORP. ,4911,ELECTRIC SERVICES,OK,OK,2022-02-24,https://www.sec.gov/Archives/edgar/data/74145/000102163522000037/oge-20211231.htm
0001021635,OGE ENERGY CORP. ,4911,ELECTRIC SERVICES,OK,OK,2021-02-25,https://www.sec.gov/Archives/edgar/data/74145/000102163521000026/oge-20201231.htm
0001820877,Apartment Income REIT Corp. ,6798,REAL ESTATE INVESTMENT TRUSTS,CO,MD,2022-03-01,https://www.sec.gov/Archives/edgar/data/926660/000095017022002462/airc-20211231.htm
0001820877,Apartment Income REIT Corp. ,6798,REAL ESTATE INVESTMENT TRUSTS,CO,MD,2021-03-15,https://www.sec.gov/Archives/edgar/data/926660/000156459021012964/airc-10k_20201231.htm
0000751364,"NATIONAL RETAIL PROPERTIES, INC. ",6798,REAL ESTATE INVESTMENT TRUSTS,FL,MD,2022-02-09,https://www.sec.gov/Archives/edgar/data/751364/000095017022000944/nnn-20211231.htm
0000751364,"NATIONAL RETAIL PROPERTIES, INC. ",6798,REAL ESTATE INVESTMENT TRUSTS,FL,MD,2021-02-11,https://www.sec.gov/Archives/edgar/data/751364/000075136421000018/nnn-20201231.htm
0001069183,"AXON ENTERPRISE, INC. ",3480,ORDNANCE & ACCESSORIES,AZ,DE,2022-02-25,https://www.sec.gov/Archives/edgar/data/1069183/000155837022002006/axon-20211231x10k.htm
0001069183,"AXON ENTERPRISE, INC. ",3480,ORDNANCE & ACCESSORIES,AZ,DE,2021-02-26,https://www.sec.gov/Archives/edgar/data/1069183/000155837021001873/axon-20201231x10k.htm
0001037038,RALPH LAUREN CORP ,2320,MEN,NY,DE,2022-05-24,https://www.sec.gov/Archives/edgar/data/1037038/000103703822000014/rl-20220402.htm
0001037038,RALPH LAUREN CORP ,2320,MEN,NY,DE,2021-05-20,https://www.sec.gov/Archives/edgar/data/1037038/000103703821000022/rl-20210327.htm
0001378992,"BERRY GLOBAL GROUP, INC. ",3089,PLASTICS PRODUCTS,IN,DE,2021-11-18,https://www.sec.gov/Archives/edgar/data/1378992/000114036121038583/form10k.htm
0000049600,EASTGROUP PROPERTIES INC ,6798,REAL ESTATE INVESTMENT TRUSTS,MS,MD,2022-02-16,https://www.sec.gov/Archives/edgar/data/49600/000004960022000027/egp-20211231.htm
0000049600,EASTGROUP PROPERTIES INC ,6798,REAL ESTATE INVESTMENT TRUSTS,MS,MD,2021-02-17,https://www.sec.gov/Archives/edgar/data/49600/000004960021000027/egp-20201231.htm
0000842162,LEAR CORP ,3714,MOTOR VEHICLE PARTS & ACCESSORIES,MI,DE,2022-02-10,https://www.sec.gov/Archives/edgar/data/842162/000084216222000009/lear-20211231.htm
0000842162,LEAR CORP ,3714,MOTOR VEHICLE PARTS & ACCESSORIES,MI,DE,2021-02-10,https://www.sec.gov/Archives/edgar/data/842162/000084216221000010/lear-20201231.htm
0000007332,SOUTHWESTERN ENERGY CO ,1311,CRUDE PETROLEUM & NATURAL GAS,TX,DE,2022-03-01,https://www.sec.gov/Archives/edgar/data/7332/000000733222000009/swn-20211231.htm
0000007332,SOUTHWESTERN ENERGY CO ,1311,CRUDE PETROLEUM & NATURAL GAS,TX,DE,2021-03-01,https://www.sec.gov/Archives/edgar/data/7332/000000733221000016/swn-20201231.htm
0001618673,Performance Food Group Co ,5141,WHOLESALE,VA,DE,2021-08-24,https://www.sec.gov/Archives/edgar/data/1618673/000156459021045434/pfgc-10k_20210703.htm
0000350698,"AUTONATION, INC. ",5500,RETAIL,FL,DE,2022-02-17,https://www.sec.gov/Archives/edgar/data/350698/000035069822000025/an-20211231.htm
0000350698,"AUTONATION, INC. ",5500,RETAIL,FL,DE,2021-02-16,https://www.sec.gov/Archives/edgar/data/350698/000035069821000031/an-20201231.htm
0001610950,"Syneos Health, Inc. ",8731,SERVICES,NC,DE,2022-02-17,https://www.sec.gov/Archives/edgar/data/1610950/000156459022005428/synh-10k_20211231.htm
0001610950,"Syneos Health, Inc. ",8731,SERVICES,NC,DE,2021-02-18,https://www.sec.gov/Archives/edgar/data/1610950/000156459021006471/synh-10k_20201231.htm
0001398659,Genpact LTD ,8742,SERVICES,D0,D0,2022-03-01,https://www.sec.gov/Archives/edgar/data/1398659/000139865922000009/g-20211231.htm
0001398659,Genpact LTD ,8742,SERVICES,D0,D0,2021-03-01,https://www.sec.gov/Archives/edgar/data/1398659/000156459021009746/g-10k_20201231.htm
0000019584,CHEMED CORP ,8082,SERVICES,OH,DE,2022-02-28,https://www.sec.gov/Archives/edgar/data/19584/000156276222000060/che-20211231x10k.htm
0000019584,CHEMED CORP ,8082,SERVICES,OH,DE,2021-02-26,https://www.sec.gov/Archives/edgar/data/19584/000001958421000003/che-20201231x10k.htm
0000896622,"APTARGROUP, INC. ",3089,PLASTICS PRODUCTS,IL,DE,2022-02-18,https://www.sec.gov/Archives/edgar/data/896622/000089662222000006/atr-20211231.htm
0000896622,"APTARGROUP, INC. ",3089,PLASTICS PRODUCTS,IL,DE,2021-02-19,https://www.sec.gov/Archives/edgar/data/896622/000089662221000005/atr-20201231.htm
0000921825,FIRST INDUSTRIAL REALTY TRUST INC ,6798,REAL ESTATE INVESTMENT TRUSTS,IL,MD,2022-02-18,https://www.sec.gov/Archives/edgar/data/921825/000092182522000011/fr-20211231.htm
0000921825,FIRST INDUSTRIAL REALTY TRUST INC ,6798,REAL ESTATE INVESTMENT TRUSTS,IL,MD,2021-02-16,https://www.sec.gov/Archives/edgar/data/921825/000092182521000006/fr-20201231.htm
0000096223,Jefferies Financial Group Inc. ,6211,SECURITY BROKERS,NY,NY,2022-01-28,https://www.sec.gov/Archives/edgar/data/96223/000009622322000006/jef-20211130.htm
0000096223,Jefferies Financial Group Inc. ,6211,SECURITY BROKERS,NY,NY,2021-01-29,https://www.sec.gov/Archives/edgar/data/96223/000009622321000009/jef-20201130.htm
0001581068,Brixmor Property Group Inc. ,6798,REAL ESTATE INVESTMENT TRUSTS,NY,DE,2022-02-07,https://www.sec.gov/Archives/edgar/data/1581068/000158106822000012/brx-20211231.htm
0001581068,Brixmor Property Group Inc. ,6798,REAL ESTATE INVESTMENT TRUSTS,NY,DE,2021-02-11,https://www.sec.gov/Archives/edgar/data/1581068/000158106821000012/brx-20201231.htm
0000831641,TETRA TECH INC ,8711,SERVICES,CA,DE,2021-11-24,https://www.sec.gov/Archives/edgar/data/831641/000083164121000110/ttek-20211003.htm
0001288847,"Five9, Inc. ",7374,SERVICES,CA,DE,2022-02-28,https://www.sec.gov/Archives/edgar/data/1288847/000128884722000017/fivn-20211231.htm
0001288847,"Five9, Inc. ",7374,SERVICES,CA,DE,2021-03-01,https://www.sec.gov/Archives/edgar/data/1288847/000128884721000029/fivn-20201231.htm
0001516513,"Doximity, Inc. ",7371,SERVICES,CA,DE,2022-05-27,https://www.sec.gov/Archives/edgar/data/1516513/000151651322000037/docs-20220331.htm
0000726958,CASEYS GENERAL STORES INC ,5500,RETAIL,IA,IA,2021-06-25,https://www.sec.gov/Archives/edgar/data/726958/000072695821000078/casy-20210430.htm
0000885550,CREDIT ACCEPTANCE CORP ,6141,PERSONAL CREDIT INSTITUTIONS,MI,MI,2022-02-11,https://www.sec.gov/Archives/edgar/data/885550/000088555022000009/cacc-20211231.htm
0000885550,CREDIT ACCEPTANCE CORP ,6141,PERSONAL CREDIT INSTITUTIONS,MI,MI,2021-02-12,https://www.sec.gov/Archives/edgar/data/885550/000088555021000034/cacc-20201231.htm
0001309108,WEX Inc. ,7389,SERVICES,ME,DE,2022-03-01,https://www.sec.gov/Archives/edgar/data/1309108/000130910822000020/wex-20211231.htm
0001309108,WEX Inc. ,7389,SERVICES,ME,DE,2021-03-01,https://www.sec.gov/Archives/edgar/data/1309108/000130910821000018/wex-20201231.htm
0001800227,IAC/InterActiveCorp ,7370,SERVICES,NY,DE,2022-03-01,https://www.sec.gov/Archives/edgar/data/1800227/000180022722000007/iaci-20211231.htm
0001800227,IAC/InterActiveCorp ,7370,SERVICES,NY,DE,2021-02-17,https://www.sec.gov/Archives/edgar/data/1800227/000180022721000004/iaci-20201231.htm
0000899689,VORNADO REALTY TRUST ,6798,REAL ESTATE INVESTMENT TRUSTS,NY,MD,2022-02-14,https://www.sec.gov/Archives/edgar/data/899689/000089968922000006/vno-20211231.htm
0000899689,VORNADO REALTY TRUST ,6798,REAL ESTATE INVESTMENT TRUSTS,NY,MD,2021-02-16,https://www.sec.gov/Archives/edgar/data/899689/000089968921000009/vno-20201231.htm
0001307954,Huntsman CORP ,2800,CHEMICALS & ALLIED PRODUCTS,TX,DE,2022-02-15,https://www.sec.gov/Archives/edgar/data/1089748/000143774922003430/hun20211231_10k.htm
0001307954,Huntsman CORP ,2800,CHEMICALS & ALLIED PRODUCTS,TX,DE,2021-02-12,https://www.sec.gov/Archives/edgar/data/1089748/000143774921002772/hun20201231_10k.htm
0001611052,"PROCORE TECHNOLOGIES, INC. ",7372,SERVICES,CA,DE,2022-03-04,https://www.sec.gov/Archives/edgar/data/1611052/000156459022008783/pcor-10k_20211231.htm
0001070423,PLAINS ALL AMERICAN PIPELINE LP ,4610,PIPE LINES ,TX,DE,2022-03-01,https://www.sec.gov/Archives/edgar/data/1070423/000107042322000006/paa-20211231.htm
0001070423,PLAINS ALL AMERICAN PIPELINE LP ,4610,PIPE LINES ,TX,DE,2021-03-01,https://www.sec.gov/Archives/edgar/data/1070423/000107042321000008/paa-20201231.htm
0001756497,Change Healthcare Inc. ,7374,SERVICES,TN,DE,2022-05-26,https://www.sec.gov/Archives/edgar/data/1756497/000175649722000007/chng-20220331x10k.htm
0001756497,Change Healthcare Inc. ,7374,SERVICES,TN,DE,2021-05-27,https://www.sec.gov/Archives/edgar/data/1756497/000119312521175345/d156422d10k.htm
0001604028,"ADVANCED DRAINAGE SYSTEMS, INC. ",3086,PLASTICS FOAM PRODUCTS,OH,DE,2022-05-19,https://www.sec.gov/Archives/edgar/data/1604028/000160402822000025/wms-20220331.htm
0001604028,"ADVANCED DRAINAGE SYSTEMS, INC. ",3086,PLASTICS FOAM PRODUCTS,OH,DE,2021-05-27,https://www.sec.gov/Archives/edgar/data/1604028/000156459021030419/wms-10k_20210331.htm
0000910521,DECKERS OUTDOOR CORP ,3021,RUBBER & PLASTICS FOOTWEAR,CA,DE,2022-05-27,https://www.sec.gov/Archives/edgar/data/910521/000091052122000017/deck-20220331.htm
0000910521,DECKERS OUTDOOR CORP ,3021,RUBBER & PLASTICS FOOTWEAR,CA,DE,2021-05-28,https://www.sec.gov/Archives/edgar/data/910521/000091052121000017/deck-20210331.htm
0000094845,LEVI STRAUSS & CO ,2300,APPAREL & OTHER FINISHED PRODS OF FABRICS & SIMILAR MATERIAL,CA,DE,2022-01-26,https://www.sec.gov/Archives/edgar/data/94845/000009484522000010/lvis-20211128.htm
0000094845,LEVI STRAUSS & CO ,2300,APPAREL & OTHER FINISHED PRODS OF FABRICS & SIMILAR MATERIAL,CA,DE,2021-01-27,https://www.sec.gov/Archives/edgar/data/94845/000009484521000009/lvis-20201129.htm
0000898174,REINSURANCE GROUP OF AMERICA INC ,6311,LIFE INSURANCE,MO,MO,2022-02-25,https://www.sec.gov/Archives/edgar/data/898174/000089817422000005/rga-20211231.htm
0000898174,REINSURANCE GROUP OF AMERICA INC ,6311,LIFE INSURANCE,MO,MO,2021-02-26,https://www.sec.gov/Archives/edgar/data/898174/000089817421000006/rga-20201231.htm
0001528396,"Guidewire Software, Inc. ",7372,SERVICES,CA,DE,2021-09-24,https://www.sec.gov/Archives/edgar/data/1528396/000152839621000095/gwre-20210731.htm
0001688568,DXC Technology Co ,7374,SERVICES,VA,NV,2022-05-26,https://www.sec.gov/Archives/edgar/data/1688568/000168856822000027/dxc-20220331.htm
0001688568,DXC Technology Co ,7374,SERVICES,VA,NV,2021-05-28,https://www.sec.gov/Archives/edgar/data/1688568/000168856821000029/dxc-20210331.htm
0000794367,"Macy's, Inc. ",5311,RETAIL,NY,DE,2022-03-25,https://www.sec.gov/Archives/edgar/data/794367/000156459022011726/m-10k_20220129.htm
0000794367,"Macy's, Inc. ",5311,RETAIL,NY,DE,2021-03-29,https://www.sec.gov/Archives/edgar/data/794367/000156459021016119/m-10k_20210130.htm
0001528849,RH ,5712,RETAIL,CA,DE,2022-03-30,https://www.sec.gov/Archives/edgar/data/1528849/000155837022004753/rh-20220129x10k.htm
0001528849,RH ,5712,RETAIL,CA,DE,2021-03-30,https://www.sec.gov/Archives/edgar/data/1528849/000155837021003728/rh-20210130x10k.htm
0001710583,"Switch, Inc. ",7370,SERVICES,NV,NV,2022-03-01,https://www.sec.gov/Archives/edgar/data/1710583/000171058322000009/swch-20211231.htm
0001710583,"Switch, Inc. ",7370,SERVICES,NV,NV,2021-03-01,https://www.sec.gov/Archives/edgar/data/1710583/000171058321000013/swch-20201231.htm
0001530721,Capri Holdings Ltd ,3100,LEATHER & LEATHER PRODUCTS,X0,D8,2021-05-26,https://www.sec.gov/Archives/edgar/data/1530721/000153072121000057/cpri-20210327.htm
0000884614,UGI CORP /PA/ ,4932,GAS & OTHER SERVICES COMBINED,PA,PA,2021-11-19,https://www.sec.gov/Archives/edgar/data/884614/000088461421000065/ugi-20210930.htm
0001338065,"DCP Midstream, LP ",4922,NATURAL GAS TRANSMISSION,CO,DE,2022-02-18,https://www.sec.gov/Archives/edgar/data/1338065/000133806522000009/dpm-20211231.htm
0001338065,"DCP Midstream, LP ",4922,NATURAL GAS TRANSMISSION,CO,DE,2021-02-19,https://www.sec.gov/Archives/edgar/data/1338065/000133806521000010/dpm-20201231.htm
0001021860,NOV Inc. ,3533,OIL & GAS FILED MACHINERY & EQUIPMENT,TX,DE,2022-02-11,https://www.sec.gov/Archives/edgar/data/1021860/000156459022004755/nov-10k_20211231.htm
0001021860,NOV Inc. ,3533,OIL & GAS FILED MACHINERY & EQUIPMENT,TX,DE,2021-02-12,https://www.sec.gov/Archives/edgar/data/1021860/000156459021005708/nov-10k_20201231.htm
0000939767,"EXELIXIS, INC. ",2836,BIOLOGICAL PRODUCTS ,CA,DE,2022-02-18,https://www.sec.gov/Archives/edgar/data/939767/000093976722000026/exel-20211231.htm
0000939767,"EXELIXIS, INC. ",2836,BIOLOGICAL PRODUCTS ,CA,DE,2021-02-11,https://www.sec.gov/Archives/edgar/data/939767/000162828021001852/exel-20210101.htm
0001707753,Elastic N.V. ,7372,SERVICES,P7,P7,2021-06-25,https://www.sec.gov/Archives/edgar/data/1707753/000170775321000026/estc-20210430.htm
0001632127,"Cable One, Inc. ",4841,CABLE & OTHER PAY TELEVISION SERVICES,AZ,DE,2022-02-25,https://www.sec.gov/Archives/edgar/data/1632127/000143774922004364/cabo20211231_10k.htm
0001632127,"Cable One, Inc. ",4841,CABLE & OTHER PAY TELEVISION SERVICES,AZ,DE,2021-02-26,https://www.sec.gov/Archives/edgar/data/1632127/000143774921004160/cabo20201231_10k.htm
0001455863,AMERICOLD REALTY TRUST ,6798,REAL ESTATE INVESTMENT TRUSTS,GA,MD,2022-03-01,https://www.sec.gov/Archives/edgar/data/1455863/000162828022004487/art-20211231.htm
0001455863,AMERICOLD REALTY TRUST ,6798,REAL ESTATE INVESTMENT TRUSTS,GA,MD,2021-03-01,https://www.sec.gov/Archives/edgar/data/1455863/000162828021003613/art-20201231.htm
0001535929,"Voya Financial, Inc. ",6311,LIFE INSURANCE,NY,DE,2022-02-22,https://www.sec.gov/Archives/edgar/data/1535929/000153592922000018/voya-20211231.htm
0001535929,"Voya Financial, Inc. ",6311,LIFE INSURANCE,NY,DE,2021-03-01,https://www.sec.gov/Archives/edgar/data/1535929/000153592921000025/voya-20201231.htm
0001831097,"agilon health, inc. ",8090,SERVICES,TX,DE,2022-03-03,https://www.sec.gov/Archives/edgar/data/1831097/000095017022002826/agl-20211231.htm
0000108312,"Woodward, Inc. ",3620,ELECTRICAL INDUSTRIAL APPARATUS,CO,DE,2021-11-19,https://www.sec.gov/Archives/edgar/data/108312/000156459021057773/wwd-10k_20210930.htm
0000355811,GENTEX CORP ,3714,MOTOR VEHICLE PARTS & ACCESSORIES,MI,MI,2022-02-23,https://www.sec.gov/Archives/edgar/data/355811/000035581122000006/gntx-20211231.htm
0000355811,GENTEX CORP ,3714,MOTOR VEHICLE PARTS & ACCESSORIES,MI,MI,2021-02-22,https://www.sec.gov/Archives/edgar/data/355811/000035581121000006/gntx-20201231.htm
0001653482,Gitlab Inc. ,7372,SERVICES,CA,DE,2022-04-08,https://www.sec.gov/Archives/edgar/data/1653482/000162828022008836/gtlb-20220131.htm
0000802481,PILGRIMS PRIDE CORP ,2015,POULTRY SLAUGHTERING AND PROCESSING,CO,DE,2022-02-18,https://www.sec.gov/Archives/edgar/data/802481/000080248122000012/ppc-20211226.htm
0000802481,PILGRIMS PRIDE CORP ,2015,POULTRY SLAUGHTERING AND PROCESSING,CO,DE,2021-02-11,https://www.sec.gov/Archives/edgar/data/802481/000080248121000015/ppc-20201227.htm
0001357615,"KBR, INC. ",1600,HEAVY CONSTRUCTION OTHER THAN BUILDING CONST ,TX,DE,2022-02-22,https://www.sec.gov/Archives/edgar/data/1357615/000135761522000012/kbr-20211231.htm
0001357615,"KBR, INC. ",1600,HEAVY CONSTRUCTION OTHER THAN BUILDING CONST ,TX,DE,2021-02-25,https://www.sec.gov/Archives/edgar/data/1357615/000135761521000040/kbr-20201231.htm
0000785161,Encompass Health Corp ,8060,SERVICES,AL,DE,2022-02-25,https://www.sec.gov/Archives/edgar/data/785161/000078516122000008/ehc-20211231.htm
0000785161,Encompass Health Corp ,8060,SERVICES,AL,DE,2021-02-26,https://www.sec.gov/Archives/edgar/data/785161/000078516121000006/ehc-20201231.htm
0000885590,Bausch Health Companies Inc. ,2834,PHARMACEUTICAL PREPARATIONS,A8,NJ,2022-02-23,https://www.sec.gov/Archives/edgar/data/885590/000088559022000010/bhc-20211231.htm
0000885590,Bausch Health Companies Inc. ,2834,PHARMACEUTICAL PREPARATIONS,A8,NJ,2021-02-24,https://www.sec.gov/Archives/edgar/data/885590/000088559021000011/bhc-20201231.htm
0000766421,"ALASKA AIR GROUP, INC. ",4512,AIR TRANSPORTATION,WA,DE,2022-02-11,https://www.sec.gov/Archives/edgar/data/766421/000076642122000009/alk-20211231.htm
0000766421,"ALASKA AIR GROUP, INC. ",4512,AIR TRANSPORTATION,WA,DE,2021-02-26,https://www.sec.gov/Archives/edgar/data/766421/000076642121000018/alk-20201231.htm
0001799208,"Dun & Bradstreet Holdings, Inc. ",7320,SERVICES,FL,DE,2022-02-24,https://www.sec.gov/Archives/edgar/data/1799208/000179920822000011/dnb-20211231.htm
0001799208,"Dun & Bradstreet Holdings, Inc. ",7320,SERVICES,FL,DE,2021-02-25,https://www.sec.gov/Archives/edgar/data/1799208/000179920821000013/dnb-20201231.htm
0000906553,BOYD GAMING CORP ,7011,HOTELS & MOTELS,NV,NV,2022-02-28,https://www.sec.gov/Archives/edgar/data/906553/000143774922004655/bgc20211231_10k.htm
0000906553,BOYD GAMING CORP ,7011,HOTELS & MOTELS,NV,NV,2021-03-01,https://www.sec.gov/Archives/edgar/data/906553/000143774921004478/bgc20201231b_10k.htm
0000077877,"PDC ENERGY, INC. ",1311,CRUDE PETROLEUM & NATURAL GAS,CO,DE,2022-02-28,https://www.sec.gov/Archives/edgar/data/77877/000007787722000019/pdce-20211231.htm
0000077877,"PDC ENERGY, INC. ",1311,CRUDE PETROLEUM & NATURAL GAS,CO,DE,2021-02-25,https://www.sec.gov/Archives/edgar/data/77877/000007787721000020/pdce-20201231.htm
0001852244,"GXO Logistics, Inc. ",4700,TRANSPORTATION SERVICES,CT,DE,2022-02-17,https://www.sec.gov/Archives/edgar/data/1852244/000185224422000010/gxo-20211231.htm
0001801368,MP Materials Corp. / DE ,1000,METAL MINING,NV,DE,2022-02-28,https://www.sec.gov/Archives/edgar/data/1801368/000180136822000010/mp-20211231.htm
0001801368,MP Materials Corp. / DE ,1000,METAL MINING,NV,DE,2021-03-22,https://www.sec.gov/Archives/edgar/data/1801368/000180136821000011/mp-20201231.htm
0000074260,OLD REPUBLIC INTERNATIONAL CORP ,6351,SURETY INSURANCE,IL,DE,2022-02-28,https://www.sec.gov/Archives/edgar/data/74260/000007426022000012/ori-20211231.htm
0000074260,OLD REPUBLIC INTERNATIONAL CORP ,6351,SURETY INSURANCE,IL,DE,2021-03-01,https://www.sec.gov/Archives/edgar/data/74260/000007426021000021/ori-20201231.htm
0001365135,Western Union CO ,7389,SERVICES,CO,DE,2022-02-24,https://www.sec.gov/Archives/edgar/data/1365135/000095017022001962/wu-20211231.htm
0001365135,Western Union CO ,7389,SERVICES,CO,DE,2021-02-19,https://www.sec.gov/Archives/edgar/data/1365135/000155837021001284/wu-20201231x10k.htm
0001360604,"HEALTHCARE TRUST OF AMERICA, INC. ",6798,REAL ESTATE INVESTMENT TRUSTS,AZ,DE,2022-03-01,https://www.sec.gov/Archives/edgar/data/1360604/000136060422000014/hta-20211231.htm
0001360604,"HEALTHCARE TRUST OF AMERICA, INC. ",6798,REAL ESTATE INVESTMENT TRUSTS,AZ,DE,2021-02-24,https://www.sec.gov/Archives/edgar/data/1360604/000136060421000018/hta-20201231.htm
