CIK,Ticker,Company Name,SIC,Industry,State Location,State Inc,Filling Date,URL,digital asset,cryptocurrency,cryptocurrencies,digital holdings,bitcoin,ethereum,digital asset_table,cryptocurrency_table,cryptocurrencies_table,digital holdings_table,bitcoin_table,ethereum_table
0000002969,APD,"Air Products & Chemicals, Inc. ",2810,INDUSTRIAL INORGANIC CHEMICALS,PA,DE,2021-11-18,https://www.sec.gov/Archives/edgar/data/2969/000000296921000055/apd-20210930.htm,0,0,0,0,0,0,0,0,0,0,0,0
0001327811,WDAY,"Workday, Inc. ",7374,SERVICES,CA,DE,2022-02-28,https://www.sec.gov/Archives/edgar/data/1327811/000132781122000030/wday-20220131.htm,0,0,0,0,0,0,0,0,0,0,0,0
0001327811,WDAY,"Workday, Inc. ",7374,SERVICES,CA,DE,2021-03-02,https://www.sec.gov/Archives/edgar/data/1327811/000132781121000020/wday-20210131.htm,0,0,0,0,0,0,0,0,0,0,0,0
0001032208,SRE,SEMPRA ENERGY ,4932,GAS & OTHER SERVICES COMBINED,CA,CA,2022-02-25,https://www.sec.gov/Archives/edgar/data/86521/000103220822000007/sre-20211231.htm,0,0,0,0,0,0,0,0,0,0,0,0
0001032208,SRE,SEMPRA ENERGY ,4932,GAS & OTHER SERVICES COMBINED,CA,CA,2021-02-25,https://www.sec.gov/Archives/edgar/data/86521/000103220821000007/sre-20201231.htm,0,0,0,0,0,0,0,0,0,0,0,0
0000797468,OXY,OCCIDENTAL PETROLEUM CORP /DE/ ,1311,CRUDE PETROLEUM & NATURAL GAS,TX,DE,2022-02-24,https://www.sec.gov/Archives/edgar/data/797468/000079746822000008/oxy-20211231.htm,0,0,0,0,0,0,0,0,0,0,0,0
0000797468,OXY,OCCIDENTAL PETROLEUM CORP /DE/ ,1311,CRUDE PETROLEUM & NATURAL GAS,TX,DE,2021-02-26,https://www.sec.gov/Archives/edgar/data/797468/000079746821000009/oxy-20201231.htm,0,0,0,0,0,0,0,0,0,0,0,0
0000007084,ADM,Archer-Daniels-Midland Co ,2070,FATS & OILS,IL,DE,2022-02-17,https://www.sec.gov/Archives/edgar/data/7084/000000708422000008/adm-20211231.htm,0,0,0,0,0,0,0,0,0,0,0,0
0000007084,ADM,Archer-Daniels-Midland Co ,2070,FATS & OILS,IL,DE,2021-02-18,https://www.sec.gov/Archives/edgar/data/7084/000000708421000008/adm-20201231.htm,0,0,0,0,0,0,0,0,0,0,0,0
0000882835,ROP,ROPER TECHNOLOGIES INC ,3823,INDUSTRIAL INSTRUMENTS FOR MEASUREMENT,FL,DE,2022-02-22,https://www.sec.gov/Archives/edgar/data/882835/000088283522000012/rop-20211231.htm,0,0,0,0,0,0,0,0,0,0,0,0
0000882835,ROP,ROPER TECHNOLOGIES INC ,3823,INDUSTRIAL INSTRUMENTS FOR MEASUREMENT,FL,DE,2021-02-22,https://www.sec.gov/Archives/edgar/data/882835/000088283521000011/rop-20201231.htm,0,0,0,0,0,0,0,0,0,0,0,0
0000004904,AEP,AMERICAN ELECTRIC POWER CO INC ,4911,ELECTRIC SERVICES,OH,NY,2022-02-24,https://www.sec.gov/Archives/edgar/data/4904/000000490422000024/aep-20211231.htm,0,0,0,0,0,0,0,0,0,0,0,0
0000004904,AEP,AMERICAN ELECTRIC POWER CO INC ,4911,ELECTRIC SERVICES,OH,NY,2021-02-25,https://www.sec.gov/Archives/edgar/data/4904/000000490421000010/aep-20201231.htm,0,0,0,0,0,0,0,0,0,0,0,0
0001751788,DOW,DOW INC. ,2821,PLASTICS,MI,DE,2022-02-04,https://www.sec.gov/Archives/edgar/data/29915/000175178822000011/dow-20211231.htm,0,0,0,0,0,0,0,0,0,0,0,0
0001751788,DOW,DOW INC. ,2821,PLASTICS,MI,DE,2021-02-05,https://www.sec.gov/Archives/edgar/data/29915/000175178821000010/dow-20201231.htm,0,0,0,0,0,0,0,0,0,0,0,0
0001835632,MRVL,"Marvell Technology, Inc. ",3674,SEMICONDUCTORS & RELATED DEVICES,DE,DE,2022-03-10,https://www.sec.gov/Archives/edgar/data/1835632/000183563222000016/mrvl-20220129.htm,0,0,0,0,0,0,0,0,0,0,0,0
0000005272,AIG,"AMERICAN INTERNATIONAL GROUP, INC. ",6331,FIRE,NY,DE,2022-02-17,https://www.sec.gov/Archives/edgar/data/5272/000110465922024701/aig-20211231.htm,0,0,0,0,0,0,0,0,0,0,0,0
0000005272,AIG,"AMERICAN INTERNATIONAL GROUP, INC. ",6331,FIRE,NY,DE,2021-02-19,https://www.sec.gov/Archives/edgar/data/5272/000110465921025742/aig-20201231.htm,0,0,0,0,0,0,0,0,0,0,0,0
0000031462,ECL,ECOLAB INC. ,2840,SOAP,MN,DE,2022-02-25,https://www.sec.gov/Archives/edgar/data/31462/000155837022002059/ecl-20211231x10k.htm,0,0,0,0,0,0,0,0,0,0,0,0
0000031462,ECL,ECOLAB INC. ,2840,SOAP,MN,DE,2021-02-26,https://www.sec.gov/Archives/edgar/data/31462/000155837021001916/ecl-20201231x10k.htm,0,0,0,0,0,0,0,0,0,0,0,0
0000319201,KLAC,KLA CORP ,3827,OPTICAL INSTRUMENTS & LENSES,CA,DE,2021-08-06,https://www.sec.gov/Archives/edgar/data/319201/000031920121000029/klac-20210630.htm,0,0,0,0,0,0,0,0,0,0,0,0
0001001838,SCCO,SOUTHERN COPPER CORP/ ,1000,METAL MINING,AZ,DE,2022-03-07,https://www.sec.gov/Archives/edgar/data/1001838/000155837022002968/scco-20211231x10k.htm,0,0,0,0,0,0,0,0,0,0,0,0
0001001838,SCCO,SOUTHERN COPPER CORP/ ,1000,METAL MINING,AZ,DE,2021-02-26,https://www.sec.gov/Archives/edgar/data/1001838/000155837021001894/scco-20201231x10k.htm,0,0,0,0,0,0,0,0,0,0,0,0
0000927653,MCK,MCKESSON CORP ,5122,WHOLESALE,TX,DE,2022-05-09,https://www.sec.gov/Archives/edgar/data/927653/000092765322000051/mck-20220331.htm,0,0,0,0,0,0,0,0,0,0,0,0
0000927653,MCK,MCKESSON CORP ,5122,WHOLESALE,TX,DE,2021-05-12,https://www.sec.gov/Archives/edgar/data/927653/000092765321000039/mck-20210331.htm,0,0,0,0,0,0,0,0,0,0,0,0
0001071739,CNC,CENTENE CORP ,6324,HOSPITAL & MEDICAL SERVICE PLANS,MO,DE,2022-02-22,https://www.sec.gov/Archives/edgar/data/1071739/000107173922000071/cnc-20211231.htm,0,0,0,0,0,0,0,0,0,0,0,0
0001071739,CNC,CENTENE CORP ,6324,HOSPITAL & MEDICAL SERVICE PLANS,MO,DE,2021-02-22,https://www.sec.gov/Archives/edgar/data/1071739/000107173921000039/cnc-20201231.htm,0,0,0,0,0,0,0,0,0,0,0,0
0000055785,KMB,KIMBERLY CLARK CORP ,2670,CONVERTED PAPER & PAPERBOARD PRODS ,TX,DE,2022-02-10,https://www.sec.gov/Archives/edgar/data/55785/000005578522000010/kmb-20211231.htm,0,0,0,0,0,0,0,0,0,0,0,0
0000055785,KMB,KIMBERLY CLARK CORP ,2670,CONVERTED PAPER & PAPERBOARD PRODS ,TX,DE,2021-02-11,https://www.sec.gov/Archives/edgar/data/55785/000005578521000016/kmb-20201231.htm,0,0,0,0,0,0,0,0,0,0,0,0
0000047111,HSY,HERSHEY CO ,2060,SUGAR & CONFECTIONERY PRODUCTS,PA,DE,2022-02-18,https://www.sec.gov/Archives/edgar/data/47111/000004711122000017/hsy-20211231.htm,0,0,0,0,0,0,0,0,0,0,0,0
0000047111,HSY,HERSHEY CO ,2060,SUGAR & CONFECTIONERY PRODUCTS,PA,DE,2021-02-17,https://www.sec.gov/Archives/edgar/data/47111/000004711121000007/hsy-20201231.htm,0,0,0,0,0,0,0,0,0,0,0,0
0001110803,ILMN,"ILLUMINA, INC. ",3826,LABORATORY ANALYTICAL INSTRUMENTS,CA,DE,2022-02-18,https://www.sec.gov/Archives/edgar/data/1110803/000111080322000013/ilmn-20220102.htm,0,0,0,0,0,0,0,0,0,0,0,0
0001110803,ILMN,"ILLUMINA, INC. ",3826,LABORATORY ANALYTICAL INSTRUMENTS,CA,DE,2021-02-17,https://www.sec.gov/Archives/edgar/data/1110803/000111080321000015/ilmn-20210103.htm,0,0,0,0,0,0,0,0,0,0,0,0
0000016918,STZ,"CONSTELLATION BRANDS, INC. ",2080,BEVERAGES,NY,DE,2022-04-21,https://www.sec.gov/Archives/edgar/data/16918/000001691822000069/stz-20220228.htm,0,0,0,0,0,0,0,0,0,0,0,0
0000016918,STZ,"CONSTELLATION BRANDS, INC. ",2080,BEVERAGES,NY,DE,2021-04-20,https://www.sec.gov/Archives/edgar/data/16918/000001691821000060/stz-20210228.htm,0,0,0,0,0,0,0,0,0,0,0,0
0001512673,SQ,"Block, Inc. ",7372,SERVICES,CA,DE,2022-02-24,https://www.sec.gov/Archives/edgar/data/1512673/000162828022003825/sq-20211231.htm,0,29,3,0,185,0,0,1,0,0,17,0
0001512673,SQ,"Block, Inc. ",7372,SERVICES,CA,DE,2021-02-23,https://www.sec.gov/Archives/edgar/data/1512673/000151267321000008/sq-20201231.htm,0,21,3,0,147,0,0,0,0,0,11,0
0001397187,LULU,lululemon athletica inc. ,2300,APPAREL & OTHER FINISHED PRODS OF FABRICS & SIMILAR MATERIAL,A1,DE,2022-03-29,https://www.sec.gov/Archives/edgar/data/1397187/000139718722000014/lulu-20220130.htm,0,0,0,0,0,0,0,0,0,0,0,0
0001397187,LULU,lululemon athletica inc. ,2300,APPAREL & OTHER FINISHED PRODS OF FABRICS & SIMILAR MATERIAL,A1,DE,2021-03-30,https://www.sec.gov/Archives/edgar/data/1397187/000139718721000009/lulu-20210131.htm,0,0,0,0,0,0,0,0,0,0,0,0
0001564408,SNAP,Snap Inc ,7370,SERVICES,CA,DE,2022-02-04,https://www.sec.gov/Archives/edgar/data/1564408/000156459022003868/snap-10k_20211231.htm,0,0,0,0,0,0,0,0,0,0,0,0
0001564408,SNAP,Snap Inc ,7370,SERVICES,CA,DE,2021-02-05,https://www.sec.gov/Archives/edgar/data/1564408/000156459021004377/snap-10k_20201231.htm,0,0,0,0,0,0,0,0,0,0,0,0
0001109357,EXC,EXELON CORP ,4931,ELECTRIC & OTHER SERVICES COMBINED,IL,PA,2022-02-25,https://www.sec.gov/Archives/edgar/data/8192/000110935722000039/exc-20211231.htm,0,0,0,0,0,0,0,0,0,0,0,0
0001109357,EXC,EXELON CORP ,4931,ELECTRIC & OTHER SERVICES COMBINED,IL,PA,2021-02-24,https://www.sec.gov/Archives/edgar/data/8192/000110935721000022/exc-20201231.htm,0,0,0,0,0,0,0,0,0,0,0,0
0000723531,PAYX,PAYCHEX INC ,8700,SERVICES,NY,DE,2021-07-16,https://www.sec.gov/Archives/edgar/data/723531/000072353121000035/payx-20210531x10k.htm,0,0,0,0,0,0,0,0,0,0,0,0
0001535527,CRWD,"CrowdStrike Holdings, Inc. ",7372,SERVICES,TX,DE,2022-03-16,https://www.sec.gov/Archives/edgar/data/1535527/000153552722000006/crwd-20220131.htm,0,0,0,0,0,0,0,0,0,0,0,0
0001535527,CRWD,"CrowdStrike Holdings, Inc. ",7372,SERVICES,TX,DE,2021-03-18,https://www.sec.gov/Archives/edgar/data/1535527/000153552721000007/crwd-20210131.htm,1,0,0,0,0,0,0,0,0,0,0,0
0001035002,VLO,VALERO ENERGY CORP/TX ,2911,PETROLEUM REFINING,TX,DE,2022-02-22,https://www.sec.gov/Archives/edgar/data/1035002/000103500222000007/vlo-20211231.htm,0,0,0,0,0,0,0,0,0,0,0,0
0001035002,VLO,VALERO ENERGY CORP/TX ,2911,PETROLEUM REFINING,TX,DE,2021-02-23,https://www.sec.gov/Archives/edgar/data/1035002/000103500221000051/vlo-20201231.htm,0,0,0,0,0,0,0,0,0,0,0,0
0000202058,LHX,"L3HARRIS TECHNOLOGIES, INC. /DE/ ",3812,SEARCH,FL,DE,2022-02-25,https://www.sec.gov/Archives/edgar/data/202058/000020205822000015/hrs-20211231.htm,0,0,0,0,0,0,0,0,0,0,0,0
0000202058,LHX,"L3HARRIS TECHNOLOGIES, INC. /DE/ ",3812,SEARCH,FL,DE,2021-03-01,https://www.sec.gov/Archives/edgar/data/202058/000020205821000008/hrs-20210101.htm,0,0,0,0,0,0,0,0,0,0,0,0
0001124610,VMW,"VMWARE, INC. ",7372,SERVICES,CA,DE,2022-03-24,https://www.sec.gov/Archives/edgar/data/1124610/000112461022000009/vmw-20220128.htm,0,0,0,0,0,0,0,0,0,0,0,0
0001124610,VMW,"VMWARE, INC. ",7372,SERVICES,CA,DE,2021-03-26,https://www.sec.gov/Archives/edgar/data/1124610/000112461021000015/vmw-20210129.htm,0,0,0,0,0,0,0,0,0,0,0,0
0000073309,NUE,NUCOR CORP ,3312,STEEL WORKS,NC,DE,2022-02-28,https://www.sec.gov/Archives/edgar/data/73309/000156459022007679/nue-10k_20211231.htm,0,0,0,0,0,0,0,0,0,0,0,0
0000073309,NUE,NUCOR CORP ,3312,STEEL WORKS,NC,DE,2021-02-26,https://www.sec.gov/Archives/edgar/data/73309/000156459021009503/nue-10k_20201231.htm,0,0,0,0,0,0,0,0,0,0,0,0
0000883241,SNPS,SYNOPSYS INC ,7372,SERVICES,CA,DE,2021-12-13,https://www.sec.gov/Archives/edgar/data/883241/000088324121000022/snps-20211031.htm,0,0,0,0,0,0,0,0,0,0,0,0
0000096021,SYY,SYSCO CORP ,5140,WHOLESALE,TX,DE,2021-08-30,https://www.sec.gov/Archives/edgar/data/96021/000009602121000093/syy-20210703.htm,0,0,0,0,0,0,0,0,0,0,0,0
0001585689,HLT,Hilton Worldwide Holdings Inc. ,7011,HOTELS & MOTELS,VA,DE,2022-02-16,https://www.sec.gov/Archives/edgar/data/1585689/000158568922000013/hlt-20211231.htm,0,0,0,0,0,0,0,0,0,0,0,0
0001585689,HLT,Hilton Worldwide Holdings Inc. ,7011,HOTELS & MOTELS,VA,DE,2021-02-17,https://www.sec.gov/Archives/edgar/data/1585689/000158568921000016/hlt-20201231.htm,0,0,0,0,0,0,0,0,0,0,0,0
0000820313,APH,AMPHENOL CORP /DE/ ,3678,ELECTRONIC CONNECTORS,CT,DE,2022-02-09,https://www.sec.gov/Archives/edgar/data/820313/000155837022000961/aph-20211231x10k.htm,0,1,0,0,0,0,0,0,0,0,0,0
0000820313,APH,AMPHENOL CORP /DE/ ,3678,ELECTRONIC CONNECTORS,CT,DE,2021-02-10,https://www.sec.gov/Archives/edgar/data/820313/000155837021000881/aph-20201231x10k.htm,0,0,0,0,0,0,0,0,0,0,0,0
0000040704,GIS,GENERAL MILLS INC ,2040,GRAIN MILL PRODUCTS,MN,DE,2021-06-30,https://www.sec.gov/Archives/edgar/data/40704/000119312521204830/d184854d10k.htm,0,0,0,0,0,0,0,0,0,0,0,0
0001060391,RSG,"REPUBLIC SERVICES, INC. ",4953,REFUSE SYSTEMS,AZ,DE,2022-02-11,https://www.sec.gov/Archives/edgar/data/1060391/000106039122000007/rsg-20211231.htm,0,0,0,0,0,0,0,0,0,0,0,0
0001060391,RSG,"REPUBLIC SERVICES, INC. ",4953,REFUSE SYSTEMS,AZ,DE,2021-02-23,https://www.sec.gov/Archives/edgar/data/1060391/000106039121000014/rsg-20201231.htm,0,0,0,0,0,0,0,0,0,0,0,0
0000833444,JCI,Johnson Controls International plc ,3585,AIR COND & WARM AIR HEATING EQUIP & COMM & INDL REFRIG EQUIP,L2,L2,2021-11-15,https://www.sec.gov/Archives/edgar/data/833444/000083344421000046/jci-20210930.htm,0,0,0,0,0,0,0,0,0,0,0,0
0000086312,TRV,"TRAVELERS COMPANIES, INC. ",6331,FIRE,MN,MN,2022-02-17,https://www.sec.gov/Archives/edgar/data/86312/000008631222000013/trv-20211231.htm,0,0,0,0,0,0,0,0,0,0,0,0
0000086312,TRV,"TRAVELERS COMPANIES, INC. ",6331,FIRE,MN,MN,2021-02-11,https://www.sec.gov/Archives/edgar/data/86312/000008631221000011/trv-20201231.htm,0,0,0,0,0,0,0,0,0,0,0,0
0000813672,CDNS,CADENCE DESIGN SYSTEMS INC ,7372,SERVICES,CA,DE,2022-02-22,https://www.sec.gov/Archives/edgar/data/813672/000081367222000012/cdns-20220101.htm,0,0,0,0,0,0,0,0,0,0,0,0
0000813672,CDNS,CADENCE DESIGN SYSTEMS INC ,7372,SERVICES,CA,DE,2021-02-22,https://www.sec.gov/Archives/edgar/data/813672/000081367221000009/cdns-20210102.htm,0,0,0,0,0,0,0,0,0,0,0,0
0000107263,WMB,"WILLIAMS COMPANIES, INC. ",4922,NATURAL GAS TRANSMISSION,OK,DE,2022-02-28,https://www.sec.gov/Archives/edgar/data/107263/000010726322000007/wmb-20211231.htm,0,0,0,0,0,0,0,0,0,0,0,0
0000107263,WMB,"WILLIAMS COMPANIES, INC. ",4922,NATURAL GAS TRANSMISSION,OK,DE,2021-02-24,https://www.sec.gov/Archives/edgar/data/107263/000010726321000006/wmb-20201231.htm,0,0,0,0,0,0,0,0,0,0,0,0
0001478242,IQV,IQVIA HOLDINGS INC. ,8731,SERVICES,NC,DE,2022-02-16,https://www.sec.gov/Archives/edgar/data/1478242/000147824222000041/iqv-20211231.htm,0,0,0,0,0,0,0,0,0,0,0,0
0001478242,IQV,IQVIA HOLDINGS INC. ,8731,SERVICES,NC,DE,2021-02-12,https://www.sec.gov/Archives/edgar/data/1478242/000147824221000020/iqv-20201231.htm,0,0,0,0,0,0,0,0,0,0,0,0
0000769397,ADSK,"Autodesk, Inc. ",7372,SERVICES,CA,DE,2022-03-14,https://www.sec.gov/Archives/edgar/data/769397/000076939722000019/adsk-20220131.htm,0,0,0,0,0,0,0,0,0,0,0,0
0000769397,ADSK,"Autodesk, Inc. ",7372,SERVICES,CA,DE,2021-03-19,https://www.sec.gov/Archives/edgar/data/769397/000076939721000014/adsk-20210131.htm,0,0,0,0,0,0,0,0,0,0,0,0
0000723254,CTAS,CINTAS CORP ,2320,MEN,OH,WA,2021-07-28,https://www.sec.gov/Archives/edgar/data/723254/000072325421000021/ctas-20210531.htm,0,0,0,0,0,0,0,0,0,0,0,0
0001506307,KMI,"KINDER MORGAN, INC. ",4922,NATURAL GAS TRANSMISSION,TX,DE,2022-02-07,https://www.sec.gov/Archives/edgar/data/1506307/000150630722000018/kmi-20211231.htm,0,0,0,0,0,0,0,0,0,0,0,0
0001506307,KMI,"KINDER MORGAN, INC. ",4922,NATURAL GAS TRANSMISSION,TX,DE,2021-02-05,https://www.sec.gov/Archives/edgar/data/1506307/000150630721000022/kmi-20201231.htm,0,0,0,0,0,0,0,0,0,0,0,0
0001137774,PRU,PRUDENTIAL FINANCIAL INC ,6311,LIFE INSURANCE,NJ,NJ,2022-02-17,https://www.sec.gov/Archives/edgar/data/1137774/000113777422000038/pru-20211231.htm,0,0,0,0,0,0,0,0,0,0,0,0
0001137774,PRU,PRUDENTIAL FINANCIAL INC ,6311,LIFE INSURANCE,NJ,NJ,2021-02-19,https://www.sec.gov/Archives/edgar/data/1137774/000113777421000049/pru-20201231.htm,0,0,0,0,0,0,0,0,0,0,0,0
0001385157,TEL,TE Connectivity Ltd. ,5065,WHOLESALE,V8,V8,2021-11-09,https://www.sec.gov/Archives/edgar/data/1385157/000155837021015228/tel-20210924x10k.htm,0,0,0,0,0,0,0,0,0,0,0,0
0000866787,AZO,AUTOZONE INC ,5531,RETAIL,TN,NV,2021-10-25,https://www.sec.gov/Archives/edgar/data/866787/000155837021013446/azo-20210828x10k.htm,0,0,0,0,0,0,0,0,0,0,0,0
0001123360,GPN,GLOBAL PAYMENTS INC ,7389,SERVICES,GA,GA,2022-02-18,https://www.sec.gov/Archives/edgar/data/1123360/000112336022000007/gpn-20211231.htm,0,0,0,0,0,0,0,0,0,0,0,0
0001123360,GPN,GLOBAL PAYMENTS INC ,7389,SERVICES,GA,GA,2021-02-19,https://www.sec.gov/Archives/edgar/data/1123360/000112336021000009/gpn-20201231.htm,0,0,0,0,0,0,0,0,0,0,0,0
0000056873,KR,KROGER CO ,5411,RETAIL,OH,OH,2022-03-29,https://www.sec.gov/Archives/edgar/data/56873/000155837022004595/kr-20220129x10k.htm,0,0,0,0,0,0,0,0,0,0,0,0
0000056873,KR,KROGER CO ,5411,RETAIL,OH,OH,2021-03-30,https://www.sec.gov/Archives/edgar/data/56873/000155837021003706/kr-20210130x10k.htm,0,0,0,0,0,0,0,0,0,0,0,0
0000047217,HPQ,HP INC ,3570,COMPUTER & OFFICE EQUIPMENT,CA,DE,2021-12-09,https://www.sec.gov/Archives/edgar/data/47217/000004721721000060/hpq-20211031.htm,0,0,0,0,0,0,0,0,0,0,0,0
0001093557,DXCM,DEXCOM INC ,3841,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,CA,DE,2022-02-14,https://www.sec.gov/Archives/edgar/data/1093557/000109355722000014/dxcm-20211231.htm,0,0,0,0,0,0,0,0,0,0,0,0
0001093557,DXCM,DEXCOM INC ,3841,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,CA,DE,2021-02-11,https://www.sec.gov/Archives/edgar/data/1093557/000109355721000024/dxcm-20201231.htm,0,0,0,0,0,0,0,0,0,0,0,0
0000766704,WELL,WELLTOWER INC. ,6798,REAL ESTATE INVESTMENT TRUSTS,OH,DE,2022-02-16,https://www.sec.gov/Archives/edgar/data/766704/000076670422000013/well-20211231.htm,0,0,0,0,0,0,0,0,0,0,0,0
0000766704,WELL,WELLTOWER INC. ,6798,REAL ESTATE INVESTMENT TRUSTS,OH,DE,2021-02-10,https://www.sec.gov/Archives/edgar/data/766704/000076670421000018/well-20201231.htm,0,0,0,0,0,0,0,0,0,0,0,0
0000072903,XEL,XCEL ENERGY INC ,4931,ELECTRIC & OTHER SERVICES COMBINED,MN,MN,2022-02-23,https://www.sec.gov/Archives/edgar/data/72903/000007290322000010/xel-20211231.htm,0,0,0,0,0,0,0,0,0,0,0,0
0000072903,XEL,XCEL ENERGY INC ,4931,ELECTRIC & OTHER SERVICES COMBINED,MN,MN,2021-02-17,https://www.sec.gov/Archives/edgar/data/72903/000007290321000012/xel-20201231.htm,0,0,0,0,0,0,0,0,0,0,0,0
0001090012,DVN,DEVON ENERGY CORP/DE ,1311,CRUDE PETROLEUM & NATURAL GAS,OK,DE,2022-02-16,https://www.sec.gov/Archives/edgar/data/1090012/000156459022005321/dvn-10k_20211231.htm,0,0,0,0,0,0,0,0,0,0,0,0
0001090012,DVN,DEVON ENERGY CORP/DE ,1311,CRUDE PETROLEUM & NATURAL GAS,OK,DE,2021-02-17,https://www.sec.gov/Archives/edgar/data/1090012/000156459021006239/dvn-10k_20201231.htm,0,0,0,0,0,0,0,0,0,0,0,0
0000726728,O,REALTY INCOME CORP ,6798,REAL ESTATE INVESTMENT TRUSTS,CA,MD,2022-02-23,https://www.sec.gov/Archives/edgar/data/726728/000072672822000046/o-20211231.htm,0,0,0,0,0,0,0,0,0,0,0,0
0000726728,O,REALTY INCOME CORP ,6798,REAL ESTATE INVESTMENT TRUSTS,CA,MD,2021-02-23,https://www.sec.gov/Archives/edgar/data/726728/000072672821000043/o-20201231.htm,0,0,0,0,0,0,0,0,0,0,0,0
0001418091,TWTR,"TWITTER, INC. ",7370,SERVICES,CA,DE,2022-02-16,https://www.sec.gov/Archives/edgar/data/1418091/000141809122000029/twtr-20211231.htm,0,0,0,0,2,0,0,0,0,0,0,0
0001418091,TWTR,"TWITTER, INC. ",7370,SERVICES,CA,DE,2021-02-17,https://www.sec.gov/Archives/edgar/data/1418091/000141809121000031/twtr-20201231.htm,0,0,0,0,0,0,0,0,0,0,0,0
0001063761,SPG,SIMON PROPERTY GROUP INC /DE/ ,6798,REAL ESTATE INVESTMENT TRUSTS,IN,DE,2022-02-24,https://www.sec.gov/Archives/edgar/data/1022344/000155837022001845/spg-20211231x10k.htm,0,0,0,0,0,0,0,0,0,0,0,0
0001063761,SPG,SIMON PROPERTY GROUP INC /DE/ ,6798,REAL ESTATE INVESTMENT TRUSTS,IN,DE,2021-02-25,https://www.sec.gov/Archives/edgar/data/1022344/000155837021001700/spg-20201231x10k.htm,0,0,0,0,0,0,0,0,0,0,0,0
0001534701,PSX,Phillips 66 ,2911,PETROLEUM REFINING,TX,DE,2022-02-18,https://www.sec.gov/Archives/edgar/data/1534701/000153470122000078/psx-20211231.htm,0,0,0,0,0,0,0,0,0,0,0,0
0001534701,PSX,Phillips 66 ,2911,PETROLEUM REFINING,TX,DE,2021-02-24,https://www.sec.gov/Archives/edgar/data/1534701/000153470121000074/psx-20201231.htm,0,0,0,0,0,0,0,0,0,0,0,0
0000004977,AFL,AFLAC INC ,6321,ACCIDENT & HEALTH INSURANCE,GA,GA,2022-02-23,https://www.sec.gov/Archives/edgar/data/4977/000000497722000058/afl-20211231.htm,0,0,0,0,0,0,0,0,0,0,0,0
0000004977,AFL,AFLAC INC ,6321,ACCIDENT & HEALTH INSURANCE,GA,GA,2021-02-23,https://www.sec.gov/Archives/edgar/data/4977/000000497721000047/afl-20201231.htm,0,0,0,0,0,0,0,0,0,0,0,0
0001034054,SBAC,SBA COMMUNICATIONS CORP ,6798,REAL ESTATE INVESTMENT TRUSTS,FL,FL,2022-03-01,https://www.sec.gov/Archives/edgar/data/1034054/000103405422000002/sbac-20211231x10k.htm,0,0,0,0,0,0,0,0,0,0,0,0
0001034054,SBAC,SBA COMMUNICATIONS CORP ,6798,REAL ESTATE INVESTMENT TRUSTS,FL,FL,2021-02-25,https://www.sec.gov/Archives/edgar/data/1034054/000103405421000003/sbac-20201231x10k.htm,0,0,0,0,0,0,0,0,0,0,0,0
0001561550,DDOG,"Datadog, Inc. ",7372,SERVICES,NY,DE,2022-02-25,https://www.sec.gov/Archives/edgar/data/1561550/000156155022000009/ddog-20211231.htm,0,0,0,0,0,0,0,0,0,0,0,0
0001561550,DDOG,"Datadog, Inc. ",7372,SERVICES,NY,DE,2021-03-01,https://www.sec.gov/Archives/edgar/data/1561550/000156459021009770/ddog-10k_20201231.htm,0,0,0,0,0,0,0,0,0,0,0,0
0001618921,WBA,"Walgreens Boots Alliance, Inc. ",5912,RETAIL,IL,DE,2021-10-14,https://www.sec.gov/Archives/edgar/data/1618921/000161892121000085/wba-20210831.htm,0,0,0,0,0,0,0,0,0,0,0,0
0000935703,DLTR,"DOLLAR TREE, INC. ",5331,RETAIL,VA,VA,2022-03-15,https://www.sec.gov/Archives/edgar/data/935703/000093570322000020/dltr-20220129.htm,0,0,0,0,0,0,0,0,0,0,0,0
0000935703,DLTR,"DOLLAR TREE, INC. ",5331,RETAIL,VA,VA,2021-03-16,https://www.sec.gov/Archives/edgar/data/935703/000093570321000014/dltr-20210130.htm,0,0,0,0,0,0,0,0,0,0,0,0
0000874716,IDXX,IDEXX LABORATORIES INC /DE ,2835,IN VITRO & IN VIVO DIAGNOSTIC SUBSTANCES,ME,DE,2022-02-16,https://www.sec.gov/Archives/edgar/data/874716/000087471622000007/idxx-20211231.htm,0,0,0,0,0,0,0,0,0,0,0,0
0000874716,IDXX,IDEXX LABORATORIES INC /DE ,2835,IN VITRO & IN VIVO DIAGNOSTIC SUBSTANCES,ME,DE,2021-02-12,https://www.sec.gov/Archives/edgar/data/874716/000087471621000008/idxx-20201231.htm,0,0,0,0,0,0,0,0,0,0,0,0
0001318220,WCN,"Waste Connections, Inc. ",4953,REFUSE SYSTEMS,A6,A6,2022-02-17,https://www.sec.gov/Archives/edgar/data/1318220/000155837022001308/wcn-20211231x10k.htm,0,0,0,0,0,0,0,0,0,0,0,0
0001318220,WCN,"Waste Connections, Inc. ",4953,REFUSE SYSTEMS,A6,A6,2021-02-18,https://www.sec.gov/Archives/edgar/data/1318220/000155837021001174/wcn-20201231x10k.htm,0,0,0,0,0,0,0,0,0,0,0,0
